Posted On,Rent,BHK,Bathroom,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Point of Contact
05/05/2022,20000,2,1,110,Ground out of 2,Super Area,Karawal Nagar,Delhi,Semi-Furnished,Bachelors/Family,Contact Owner
03/06/2022,6500,1,1,300,3 out of 3,Super Area,"Tagore Garden, Rajouri Garden, Najafgarh Road",Delhi,Furnished,Bachelors/Family,Contact Owner
23/06/2022,17000,2,2,750,1 out of 4,Carpet Area,"Panchsheel Vihar, Sheikh Sarai",Delhi,Semi-Furnished,Bachelors/Family,Contact Agent
09/07/2022,9300,1,1,450,1 out of 4,Carpet Area,Paschim Vihar Block A6,Delhi,Semi-Furnished,Bachelors,Contact Agent
30/06/2022,7500,2,1,410,2 out of 4,Super Area,Ghitorni,Delhi,Unfurnished,Bachelors/Family,Contact Owner
08/06/2022,20000,2,1,800,2 out of 5,Super Area,Janakpuri,Delhi,Furnished,Bachelors/Family,Contact Owner
29/04/2022,18000,3,3,120,4 out of 5,Super Area,Bhalswa,Delhi,Furnished,Bachelors/Family,Contact Owner
20/06/2022,15000,1,1,650,2 out of 4,Carpet Area,Saket,Delhi,Furnished,Bachelors,Contact Agent
14/05/2022,13000,2,1,400,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,Contact Agent
29/04/2022,20000,2,2,810,3 out of 3,Super Area,Vikaspuri,Delhi,Semi-Furnished,Bachelors/Family,Contact Owner
22/06/2022,12000,3,2,700,1 out of 3,Super Area,"Indraprastha Extension, Patparganj",Delhi,Furnished,Bachelors/Family,Contact Owner
30/06/2022,40000,2,2,1125,Ground out of 2,Super Area,Krishna Park,Delhi,Furnished,Bachelors/Family,Contact Owner
30/06/2022,8000,2,2,600,4 out of 5,Super Area,Rohini Sector 7,Delhi,Unfurnished,Bachelors/Family,Contact Owner
21/05/2022,95000,3,3,1300,1 out of 4,Carpet Area,South Extension 1,Delhi,Furnished,Bachelors,Contact Agent
09/06/2022,68000,3,3,1450,2 out of 4,Carpet Area,Lajpat Nagar 3,Delhi,Semi-Furnished,Bachelors/Family,Contact Agent
05/05/2022,18000,3,2,110,1 out of 5,Super Area,Tri Nagar,Delhi,Unfurnished,Bachelors/Family,Contact Owner
28/06/2022,130000,4,6,3500,1 out of 3,Carpet Area,Anand Niketan,Delhi,Semi-Furnished,Bachelors,Contact Agent
28/06/2022,150000,4,7,4000,3 out of 3,Carpet Area,West End,Delhi,Semi-Furnished,Bachelors,Contact Agent
28/06/2022,75000,3,4,2500,1 out of 3,Carpet Area,Sarvodaya Enclave,Delhi,Semi-Furnished,Bachelors,Contact Agent
06/06/2022,110000,4,5,3000,2 out of 4,Carpet Area,Safdarjung Enclave,Delhi,Semi-Furnished,Bachelors,Contact Agent
28/06/2022,150000,4,6,3500,3 out of 3,Carpet Area,Vasant Vihar,Delhi,Semi-Furnished,Bachelors,Contact Agent
30/05/2022,10000,1,1,240,4 out of 5,Super Area,Malviya Nagar,Delhi,Semi-Furnished,Bachelors,Contact Owner
18/05/2022,24000,3,2,1250,2 out of 4,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors,Contact Agent
23/05/2022,28000,3,2,1000,2 out of 5,Super Area,Rohini Sector 24,Delhi,Semi-Furnished,Bachelors/Family,Contact Owner
01/07/2022,28000,3,2,900,2 out of 4,Carpet Area,"Panchsheel Vihar, Sheikh Sarai",Delhi,Unfurnished,Bachelors,Contact Owner
07/07/2022,18000,2,2,900,Ground out of 4,Carpet Area,Jhilmil Colony,Delhi,Semi-Furnished,Bachelors/Family,Contact Agent
18/05/2022,27000,3,3,1250,3 out of 4,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors/Family,Contact Agent
18/05/2022,17000,2,2,650,2 out of 4,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors/Family,Contact Agent
29/04/2022,350000,3,4,3200,1 out of 2,Super Area,Sundar Nagar,Delhi,Semi-Furnished,Bachelors/Family,Contact Owner
29/04/2022,25000,2,1,900,2 out of 3,Super Area,Pitampura,Delhi,Semi-Furnished,Bachelors/Family,Contact Owner
18/05/2022,16500,3,2,1250,2 out of 4,Carpet Area,Chattarpur Extension,Delhi,Unfurnished,Bachelors,Contact Agent
29/06/2022,14000,2,2,60,3 out of 3,Carpet Area,Rohini Sector 21,Delhi,Semi-Furnished,Bachelors,Contact Owner
29/04/2022,18000,2,2,90,3 out of 4,Super Area,Mahaveer Nagar,Delhi,Unfurnished,Bachelors/Family,Contact Owner
10/05/2022,10000,2,1,55,3 out of 4,Super Area,Peera Garhi,Delhi,Unfurnished,Bachelors/Family,Contact Owner
29/04/2022,10000,2,1,50,1 out of 2,Super Area,Dwarka Sector 8,Delhi,Unfurnished,Bachelors/Family,Contact Owner
24/05/2022,100000,4,4,400,Ground out of 4,Carpet Area,Sarvodaya Enclave,Delhi,Unfurnished,Bachelors/Family,Contact Agent
08/07/2022,25000,2,1,680,2 out of 4,Carpet Area,Pitampura,Delhi,Furnished,Bachelors,Contact Agent
15/06/2022,22999,2,2,756,2 out of 4,Carpet Area,Paschim Vihar Block A3,Delhi,Semi-Furnished,Bachelors,Contact Agent
05/05/2022,6000,2,1,500,2 out of 3,Super Area,Jaitpur,Delhi,Unfurnished,Bachelors/Family,Contact Owner
02/06/2022,40000,2,2,900,Ground out of 3,Carpet Area,Vasant Kunj,Delhi,Furnished,Bachelors/Family,Contact Owner
30/06/2022,250000,3,3,2000,3 out of 6,Super Area,Defence Colony,Delhi,Furnished,Bachelors/Family,Contact Owner
30/06/2022,13000,1,1,40,3 out of 3,Carpet Area,Shalimar bagh,Delhi,Furnished,Bachelors/Family,Contact Agent
12/06/2022,14000,1,1,100,3 out of 3,Super Area,Chittaranjan Park,Delhi,Furnished,Bachelors/Family,Contact Agent
30/05/2022,20000,2,2,950,2 out of 3,Carpet Area,"Geeta Colony PRWS Block 3 And 7, Rajgarh Colony",Delhi,Semi-Furnished,Bachelors/Family,Contact Owner
17/06/2022,5500,1,1,200,1 out of 4,Carpet Area,Sultanpur,Delhi,Furnished,Bachelors,Contact Owner
06/07/2022,32000,2,2,900,Ground out of 4,Carpet Area,Lajpat Nagar,Delhi,Furnished,Bachelors/Family,Contact Agent
10/05/2022,8000,2,1,750,1 out of 4,Super Area,Mehrauli,Delhi,Semi-Furnished,Bachelors/Family,Contact Owner
18/05/2022,25000,3,3,1400,3 out of 4,Carpet Area,Palam Extension,Delhi,Unfurnished,Family,Contact Agent
30/06/2022,28000,2,2,100,2 out of 4,Carpet Area,Shalimar bagh,Delhi,Semi-Furnished,Bachelors/Family,Contact Agent
12/06/2022,22000,2,2,100,1 out of 2,Super Area,Kalkaji,Delhi,Semi-Furnished,Bachelors/Family,Contact Agent
12/06/2022,21000,1,1,100,Ground out of 1,Super Area,Chittaranjan Park,Delhi,Semi-Furnished,Bachelors/Family,Contact Agent
27/05/2022,30000,2,2,1000,2 out of 4,Super Area,"DDA Flats Sector E Pocket 1, Vasant Kunj",Delhi,Semi-Furnished,Bachelors/Family,Contact Agent
30/06/2022,12000,1,1,400,2 out of 4,Carpet Area,Lajpat Nagar,Delhi,Unfurnished,Bachelors/Family,Contact Agent
23/06/2022,15000,1,1,70,2 out of 3,Super Area,DS 19,Delhi,Unfurnished,Bachelors/Family,Contact Owner
23/05/2022,18000,1,1,450,Ground,Carpet Area,"DDA Flat AD Block, Shalimar Bagh AD Block",Delhi,Furnished,Bachelors/Family,Contact Owner
01/07/2022,18000,2,1,900,3 out of 4,Carpet Area,"Acharya Niketan, Mayur Vihar",Delhi,Unfurnished,Bachelors/Family,Contact Owner
29/04/2022,10000,1,1,42,Ground out of 3,Super Area,Dwarka Sector 23,Delhi,Semi-Furnished,Bachelors/Family,Contact Owner
30/06/2022,16000,1,1,400,2 out of 4,Carpet Area,Lajpat Nagar,Delhi,Furnished,Bachelors/Family,Contact Agent
28/04/2022,20000,2,2,900,3 out of 3,Carpet Area,Amarpali Apartment,Delhi,Semi-Furnished,Bachelors,Contact Owner
31/05/2022,28000,4,2,1500,2 out of 4,Carpet Area,Rohini Sector 24,Delhi,Semi-Furnished,Bachelors/Family,Contact Agent
31/05/2022,7000,1,1,70,1 out of 4,Super Area,Palam,Delhi,Semi-Furnished,Bachelors/Family,Contact Owner
08/06/2022,30000,2,1,450,Ground out of 1,Carpet Area,Sethi floor nihal vihar,Delhi,Furnished,Bachelors/Family,Contact Owner
02/07/2022,15000,2,1,900,Ground out of 4,Carpet Area,Hari Nagar,Delhi,Semi-Furnished,Bachelors/Family,Contact Owner
11/05/2022,8000,1,1,500,1 out of 5,Carpet Area,Main Ghitorni,Delhi,Unfurnished,Bachelors/Family,Contact Owner
07/07/2022,9000,1,2,400,2 out of 3,Carpet Area,Pitampura,Delhi,Unfurnished,Bachelors/Family,Contact Agent
05/06/2022,33500,3,2,150,2 out of 4,Carpet Area,Paschim Vihar Block A3,Delhi,Semi-Furnished,Bachelors,Contact Agent
17/06/2022,9500,1,1,450,1 out of 3,Carpet Area,Neb Sarai,Delhi,Unfurnished,Bachelors/Family,Contact Owner
23/05/2022,10000,2,1,540,1 out of 4,Super Area,"Baljit Nagar, Patel Nagar",Delhi,Unfurnished,Bachelors/Family,Contact Owner
30/06/2022,20000,1,1,400,3 out of 4,Carpet Area,Lajpat Nagar,Delhi,Furnished,Bachelors/Family,Contact Agent
18/05/2022,10000,1,1,450,2 out of 4,Carpet Area,"Chhattarpur Enclave Phase1, Chhattarpur",Delhi,Unfurnished,Bachelors/Family,Contact Agent
10/05/2022,15000,1,1,700,4 out of 5,Super Area,DS 19,Delhi,Unfurnished,Bachelors/Family,Contact Owner
16/06/2022,55000,3,2,1450,Ground out of 4,Carpet Area,Vasant Kunj,Delhi,Furnished,Bachelors,Contact Agent
17/06/2022,20000,2,2,1000,2 out of 4,Carpet Area,Patparganj,Delhi,Semi-Furnished,Bachelors,Contact Agent
24/06/2022,16000,2,2,550,1 out of 4,Carpet Area,Saket,Delhi,Semi-Furnished,Bachelors,Contact Agent
31/05/2022,23000,2,2,900,2 out of 3,Carpet Area,"DDA Flats Block B3, Keshav Puram, Tri Nagar",Delhi,Furnished,Bachelors/Family,Contact Owner
27/06/2022,150000,3,3,300,2 out of 2,Super Area,Panchsheel Park,Delhi,Semi-Furnished,Bachelors/Family,Contact Agent
02/07/2022,25000,2,2,1100,Ground out of 3,Super Area,New Delhi,Delhi,Unfurnished,Bachelors/Family,Contact Owner
24/06/2022,9000,1,1,600,1 out of 4,Carpet Area,Saket,Delhi,Semi-Furnished,Bachelors,Contact Agent
24/06/2022,11000,1,1,450,3 out of 4,Super Area,"Manak Vihar, Anand Vihar",Delhi,Semi-Furnished,Bachelors,Contact Owner
21/06/2022,11500,2,1,550,2 out of 4,Carpet Area,Mayur Vihar 1,Delhi,Unfurnished,Bachelors/Family,Contact Agent
23/06/2022,16000,3,2,1000,1 out of 4,Super Area,Dwarka Mor,Delhi,Unfurnished,Bachelors/Family,Contact Agent
18/05/2022,23000,3,2,1250,2 out of 4,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors,Contact Agent
18/05/2022,30000,4,4,1950,2 out of 4,Carpet Area,Chhattarpur Enclave,Delhi,Semi-Furnished,Bachelors/Family,Contact Agent
25/06/2022,110000,3,4,1750,4 out of 4,Carpet Area,Safdarjung Enclave,Delhi,Semi-Furnished,Bachelors,Contact Agent
04/06/2022,3500,1,1,25,3 out of 4,Super Area,Burari,Delhi,Unfurnished,Bachelors/Family,Contact Owner
12/06/2022,12100,2,1,700,3 out of 4,Carpet Area,Shadipur,Delhi,Unfurnished,Bachelors,Contact Agent
04/07/2022,19000,2,1,1800,1 out of 2,Carpet Area,"Naveen Shahdara, Shahdara",Delhi,Unfurnished,Bachelors,Contact Owner
25/05/2022,40000,2,2,1000,3 out of 3,Super Area,Greater Kailash 2,Delhi,Furnished,Bachelors/Family,Contact Owner
27/05/2022,8000,2,1,200,2 out of 3,Super Area,Najafgarh,Delhi,Unfurnished,Bachelors/Family,Contact Owner
05/07/2022,42000,3,3,1700,2 out of 4,Carpet Area,Pitampura,Delhi,Semi-Furnished,Bachelors,Contact Agent
04/06/2022,13000,3,2,70,Ground out of 4,Super Area,Pandav Nagar,Delhi,Semi-Furnished,Bachelors/Family,Contact Owner
05/07/2022,44000,3,3,1700,3 out of 4,Carpet Area,Pitampura,Delhi,Semi-Furnished,Bachelors,Contact Agent
25/06/2022,11000,1,1,450,1 out of 4,Carpet Area,Saket,Delhi,Semi-Furnished,Bachelors,Contact Agent
05/07/2022,40000,3,3,1350,2 out of 3,Carpet Area,Safdarjung Enclave,Delhi,Semi-Furnished,Bachelors,Contact Agent
31/05/2022,150000,4,4,2550,3 out of 4,Super Area,Greater Kailash 1,Delhi,Semi-Furnished,Bachelors/Family,Contact Agent
18/05/2022,13000,2,2,650,2 out of 4,Carpet Area,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,Contact Agent
18/05/2022,17500,2,2,650,2 out of 4,Carpet Area,Chhattarpur,Delhi,Semi-Furnished,Bachelors/Family,Contact Agent
18/05/2022,14500,3,3,1250,1 out of 4,Carpet Area,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,Contact Agent
18/05/2022,24000,3,2,1250,2 out of 4,Carpet Area,Chhattarpur,Delhi,Unfurnished,Bachelors,Contact Agent
15/06/2022,30000,3,2,1000,3 out of 4,Carpet Area,Mayur Vihar Phase 1 Extension,Delhi,Unfurnished,Bachelors/Family,Contact Owner
31/05/2022,10000,1,1,500,2 out of 3,Super Area,Kalkaji,Delhi,Semi-Furnished,Bachelors/Family,Contact Owner
16/06/2022,10000,1,1,500,3 out of 4,Carpet Area,Neb Sarai,Delhi,Semi-Furnished,Bachelors/Family,Contact Agent
04/07/2022,90000,3,3,1550,2 out of 4,Carpet Area,Safdarjung Enclave,Delhi,Semi-Furnished,Bachelors,Contact Agent
14/06/2022,280000,4,5,3800,1 out of 4,Carpet Area,"Maharani Bagh, New Friends Colony",Delhi,Semi-Furnished,Bachelors/Family,Contact Agent
28/06/2022,32000,2,2,1150,1 out of 4,Super Area,Shalimar bagh,Delhi,Unfurnished,Bachelors,Contact Owner
26/05/2022,80000,3,3,2000,3 out of 4,Carpet Area,Sarvodaya Enclave,Delhi,Unfurnished,Bachelors/Family,Contact Agent
29/04/2022,5500,1,1,30,2 out of 3,Carpet Area,B-7 veer Singh colony Budh vihar phase 2 delhi,Delhi,Furnished,Bachelors/Family,Contact Owner
06/06/2022,6000,1,1,50,3 out of 4,Carpet Area,Mahavir Enclave Part 3,Delhi,Semi-Furnished,Bachelors,Contact Owner
27/05/2022,30000,3,2,1205,2 out of 4,Super Area,Dwarka Sector 5,Delhi,Furnished,Bachelors/Family,Contact Owner
12/06/2022,42000,3,2,1450,2 out of 4,Carpet Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors,Contact Agent
28/04/2022,5500,1,1,200,2 out of 4,Super Area,Pusa Institutional Area,Delhi,Unfurnished,Bachelors/Family,Contact Owner
08/06/2022,7000,2,2,350,2 out of 4,Super Area,Raj Nagar 2,Delhi,Semi-Furnished,Bachelors/Family,Contact Owner
20/06/2022,10000,2,1,700,Ground out of 1,Super Area,Sarojini Nagar,Delhi,Unfurnished,Bachelors,Contact Owner
08/06/2022,17000,1,1,400,3 out of 4,Carpet Area,Lajpat Nagar,Delhi,Furnished,Bachelors/Family,Contact Agent
10/05/2022,18000,1,1,700,1 out of 5,Super Area,Mayur Vihar 1,Delhi,Semi-Furnished,Bachelors/Family,Contact Owner
02/07/2022,14000,2,2,1000,1 out of 4,Carpet Area,"Arjun Garh, Aya Nagar",Delhi,Semi-Furnished,Bachelors,Contact Agent
21/06/2022,17000,1,1,450,1 out of 4,Carpet Area,"Paryavaran Complex, Sainik Farm",Delhi,Furnished,Bachelors/Family,Contact Agent
01/06/2022,27000,3,2,1200,10 out of 10,Super Area,DS 19,Delhi,Semi-Furnished,Family,Contact Owner
09/07/2022,25000,3,2,1200,2 out of 4,Carpet Area,Patparganj,Delhi,Semi-Furnished,Bachelors,Contact Agent
29/04/2022,23000,2,2,900,3 out of 4,Super Area,"Lajpat Nagar II, null",Delhi,Semi-Furnished,Bachelors/Family,Contact Owner
14/06/2022,24500,2,2,84,1 out of 4,Carpet Area,Paschim Vihar,Delhi,Furnished,Bachelors,Contact Agent
21/06/2022,10000,1,1,200,1 out of 2,Carpet Area,East Of Kailash,Delhi,Unfurnished,Bachelors/Family,Contact Owner
22/05/2022,35000,2,2,1300,2 out of 3,Super Area,Kalkaji,Delhi,Unfurnished,Bachelors,Contact Agent
04/07/2022,27000,2,2,1300,Ground out of 2,Carpet Area,Aya Nagar Extension,Delhi,Furnished,Bachelors/Family,Contact Owner
20/06/2022,7000,1,1,200,1 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,Contact Agent
04/07/2022,5000,1,1,300,Ground out of 4,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,Contact Agent
04/05/2022,5000,2,1,550,3 out of 4,Carpet Area,"Mohan Garden, Razapur Khurd",Delhi,Unfurnished,Bachelors/Family,Contact Owner
30/05/2022,12000,2,1,950,2 out of 2,Super Area,Uttam Nagar,Delhi,Semi-Furnished,Bachelors,Contact Owner
22/05/2022,30000,2,2,750,2 out of 4,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Furnished,Bachelors/Family,Contact Agent
18/05/2022,25000,2,2,950,Ground out of 4,Carpet Area,"East End Apartments, Ph. 1ext near new Ashok nagar",Delhi,Semi-Furnished,Bachelors/Family,Contact Owner
28/06/2022,6000,1,1,350,1 out of 4,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,Contact Agent
27/05/2022,45000,3,3,2000,3 out of 4,Super Area,Jangpura,Delhi,Unfurnished,Bachelors/Family,Contact Owner
04/07/2022,40000,3,3,180,Ground out of 4,Carpet Area,Janakpuri,Delhi,Unfurnished,Bachelors,Contact Agent
10/05/2022,8500,2,1,60,2 out of 5,Super Area,Mayur Vihar 1,Delhi,Semi-Furnished,Bachelors/Family,Contact Owner
29/06/2022,16500,2,1,950,2 out of 4,Carpet Area,"Indraprastha Extension, Patparganj",Delhi,Unfurnished,Bachelors,Contact Agent
22/05/2022,100000,3,3,1400,1 out of 4,Carpet Area,"Jangpura Extension, Jangpura",Delhi,Semi-Furnished,Bachelors/Family,Contact Agent
04/06/2022,52000,3,2,200,2 out of 3,Carpet Area,South Extension 1,Delhi,Unfurnished,Bachelors/Family,Contact Owner
12/05/2022,12500,1,1,450,2 out of 3,Carpet Area,Patel Nagar West,Delhi,Furnished,Bachelors/Family,Contact Agent
10/05/2022,14000,2,2,600,3 out of 4,Super Area,"V3s East Centre, Laxmi Nagar",Delhi,Unfurnished,Bachelors/Family,Contact Owner
27/06/2022,15000,1,1,350,1 out of 3,Super Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Unfurnished,Bachelors/Family,Contact Owner
16/06/2022,5000,1,1,300,1 out of 3,Carpet Area,Ashok Nagar,Delhi,Furnished,Bachelors,Contact Owner
24/05/2022,40000,2,2,95,3 out of 3,Carpet Area,Safdarjung Enclave,Delhi,Semi-Furnished,Bachelors/Family,Contact Agent
23/06/2022,17000,1,1,550,3 out of 3,Super Area,"DDA Rose Apartments, Dwarka Sector 18B",Delhi,Furnished,Bachelors/Family,Contact Owner
08/06/2022,15000,3,3,900,1 out of 3,Super Area,Narela,Delhi,Furnished,Bachelors/Family,Contact Owner
16/06/2022,6000,1,1,25,4 out of 6,Super Area,Hari Nagar Ashram,Delhi,Semi-Furnished,Bachelors/Family,Contact Owner
15/06/2022,85000,3,3,325,1 out of 3,Carpet Area,Defence Colony,Delhi,Unfurnished,Bachelors,Contact Agent
31/05/2022,18000,2,2,80,2 out of 4,Super Area,Rajouri Garden,Delhi,Semi-Furnished,Bachelors/Family,Contact Owner
31/05/2022,7500,2,1,77,3 out of 4,Super Area,Mandawali,Delhi,Unfurnished,Bachelors/Family,Contact Owner
04/05/2022,10000,2,1,60,3 out of 4,Super Area,Bindapur,Delhi,Semi-Furnished,Bachelors/Family,Contact Owner
21/05/2022,9000,1,1,100,1 out of 1,Super Area,"Shiva Enclave, Paschim Vihar",Delhi,Furnished,Bachelors/Family,Contact Owner
27/05/2022,24000,3,2,1300,3 out of 4,Super Area,Rohini Sector 22,Delhi,Semi-Furnished,Bachelors/Family,Contact Owner
03/07/2022,12000,2,2,500,1 out of 4,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,Contact Agent
06/06/2022,10500,2,2,500,2 out of 3,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,Contact Agent
13/06/2022,31000,2,2,1200,3 out of 4,Super Area,Pitampura,Delhi,Semi-Furnished,Bachelors/Family,Contact Owner
15/05/2022,9000,1,1,250,Ground out of 3,Super Area,"Jai laxmi Apartments, Indraprastha Extension, Patparganj",Delhi,Semi-Furnished,Bachelors/Family,Contact Owner
04/06/2022,9000,2,1,700,4 out of 5,Super Area,Sant Nagar,Delhi,Semi-Furnished,Bachelors/Family,Contact Owner
01/07/2022,27000,3,2,1050,Ground out of 4,Carpet Area,"Nalanda Apartment, Vikaspuri",Delhi,Unfurnished,Family,Contact Agent
05/07/2022,12500,2,2,500,2 out of 4,Carpet Area,Laxmi Nagar,Delhi,Semi-Furnished,Bachelors/Family,Contact Agent
06/07/2022,15000,2,2,1100,1 out of 2,Super Area,Medavakkam,Chennai,Semi-Furnished,Bachelors,Contact Owner
21/05/2022,6500,2,2,1000,Ground out of 1,Super Area,"Urapakkam, Vandalur R.F, GST Road",Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
20/05/2022,90000,3,3,2400,1 out of 3,Carpet Area,"R.A Puram, Mandaiveli",Chennai,Semi-Furnished,Bachelors/Family,Contact Agent
10/07/2022,200000,3,4,3000,1 out of 1,Super Area,Madras Boat Club Road,Chennai,Furnished,Family,Contact Agent
25/06/2022,15000,1,1,650,Ground out of 2,Carpet Area,Kambar Colony,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
18/05/2022,15000,2,2,1000,17 out of 31,Carpet Area,Thalambur,Chennai,Semi-Furnished,Bachelors,Contact Owner
14/06/2022,7600,2,2,700,1 out of 3,Super Area,Anakaputhur,Chennai,Unfurnished,Bachelors/Family,Contact Owner
14/06/2022,29000,3,3,1200,1 out of 3,Carpet Area,Ashok Nagar,Chennai,Semi-Furnished,Bachelors,Contact Agent
19/06/2022,20000,3,3,1710,15 out of 29,Super Area,"Padur, Old Mahabalipuram Road",Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
12/05/2022,12000,2,2,600,1 out of 3,Super Area,Mangadu,Chennai,Furnished,Bachelors/Family,Contact Owner
06/07/2022,10500,2,2,1080,1 out of 2,Super Area,Ponmar,Chennai,Unfurnished,Bachelors/Family,Contact Owner
26/05/2022,29000,2,2,1300,Ground out of 2,Super Area,Annanagar west,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
10/07/2022,26000,2,2,1027,15 out of 19,Super Area,Karapakkam,Chennai,Semi-Furnished,Bachelors,Contact Agent
06/07/2022,25000,3,3,1350,Ground out of 2,Super Area,Alandur,Chennai,Furnished,Family,Contact Owner
12/05/2022,10000,2,2,950,1 out of 2,Super Area,Selaiyur,Chennai,Unfurnished,Family,Contact Owner
12/05/2022,14000,2,2,1300,1 out of 2,Super Area,Iyyappanthangal,Chennai,Unfurnished,Bachelors/Family,Contact Owner
12/05/2022,6000,2,1,600,1 out of 3,Super Area,Poonamallee,Chennai,Unfurnished,Bachelors/Family,Contact Owner
16/05/2022,40000,3,2,1428,Ground out of 2,Super Area,"Chromepet, GST Road",Chennai,Unfurnished,Bachelors,Contact Owner
20/06/2022,23000,2,2,920,2 out of 2,Carpet Area,KK Nagar,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
28/06/2022,10000,2,2,600,Ground out of 2,Carpet Area,Sadhanadhapuram,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
11/06/2022,10000,2,1,810,Ground out of 1,Carpet Area,"Tambaram West, Tambaram, Chennai Bypass Road",Chennai,Unfurnished,Bachelors,Contact Owner
02/06/2022,15000,2,2,1200,Ground out of 2,Super Area,Ramapuram,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
12/05/2022,11000,1,1,550,3 out of 4,Super Area,Poongavanapuram,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
12/05/2022,20000,2,1,600,1 out of 2,Super Area,"Egmore, PH Road",Chennai,Unfurnished,Family,Contact Owner
12/05/2022,15000,2,1,850,Ground out of 2,Super Area,Old Mahabalipuram Road,Chennai,Furnished,Bachelors/Family,Contact Owner
27/06/2022,22000,4,4,2117,20 out of 20,Carpet Area,Sholinganallur,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
30/04/2022,6000,2,2,900,1 out of 1,Super Area,Guduvancheri,Chennai,Unfurnished,Bachelors,Contact Owner
12/05/2022,20000,2,2,1000,Ground out of 1,Super Area,Thiruvanmiyur,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
12/05/2022,6500,1,1,500,2 out of 3,Super Area,"Aminjikarai, PH Road",Chennai,Unfurnished,Bachelors/Family,Contact Owner
12/05/2022,12000,2,1,800,1 out of 3,Super Area,"Purasawalkam, PH Road",Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
12/05/2022,27000,2,3,1550,2 out of 3,Super Area,Alwarpet,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
12/05/2022,15000,2,2,1500,Ground out of 1,Super Area,Madanankppam,Chennai,Unfurnished,Bachelors/Family,Contact Owner
15/05/2022,20000,3,6,1700,Ground out of 1,Carpet Area,Thirumazhisai,Chennai,Furnished,Bachelors/Family,Contact Owner
28/06/2022,22000,2,2,700,3 out of 4,Super Area,T Nagar,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
12/05/2022,7000,1,1,400,1 out of 3,Super Area,Koyambedu,Chennai,Unfurnished,Bachelors/Family,Contact Owner
12/05/2022,7000,2,1,450,1 out of 2,Super Area,Pammal,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
12/05/2022,6500,1,1,500,1 out of 3,Super Area,Velachery,Chennai,Furnished,Bachelors/Family,Contact Owner
12/05/2022,9000,2,2,770,1 out of 2,Super Area,"Tambaram, GST Road",Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
25/05/2022,4500,1,1,150,Ground out of 2,Super Area,Velachery,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
21/05/2022,12000,2,2,850,Ground out of 2,Super Area,Perambur,Chennai,Unfurnished,Family,Contact Owner
21/06/2022,18000,2,2,1100,Ground out of 3,Carpet Area,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors,Contact Owner
28/06/2022,8000,2,1,650,Ground out of 1,Carpet Area,"Bunder Garden, Perambur",Chennai,Unfurnished,Bachelors/Family,Contact Owner
24/05/2022,5000,1,1,550,1 out of 1,Super Area,Sikkarayapuram,Chennai,Unfurnished,Bachelors/Family,Contact Owner
12/05/2022,14000,2,2,1000,1 out of 3,Super Area,Kanathur Reddikuppam,Chennai,Unfurnished,Bachelors/Family,Contact Owner
12/05/2022,6500,1,1,250,Ground out of 5,Super Area,Adambakkam,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
23/06/2022,10000,2,2,790,2 out of 2,Carpet Area,Kovilancheri,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
30/04/2022,13000,2,2,600,1 out of 3,Super Area,Medavakkam,Chennai,Semi-Furnished,Bachelors/Family,Contact Owner
